dataset,model,seed,iter,best_score,hyperparams
air_quality,COA-BiLSTM,123,68,0.6471,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
air_quality,COA-BiLSTM,123,69,0.6471,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
air_quality,COA-BiLSTM,123,70,0.6387,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
air_quality,COA-BiLSTM,123,71,0.6325,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
air_quality,COA-BiLSTM,123,72,0.6337,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
air_quality,COA-BiLSTM,123,73,0.6629,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
air_quality,COA-BiLSTM,123,74,0.6504,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
air_quality,COA-BiLSTM,123,75,0.6398,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
air_quality,COA-BiLSTM,123,76,0.6619,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
air_quality,COA-BiLSTM,123,77,0.6657,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
air_quality,COA-BiLSTM,123,78,0.6522,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
air_quality,COA-BiLSTM,123,79,0.6691,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
air_quality,COA-BiLSTM,123,80,0.6635,"{""hidden_dim"":224,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44}"
air_quality,COA-BiLSTM,123,81,0.6834,"{""hidden_dim"":226,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.443}"
air_quality,COA-BiLSTM,123,82,0.6716,"{""hidden_dim"":228,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44599999999999995}"
air_quality,COA-BiLSTM,123,83,0.6844,"{""hidden_dim"":230,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44899999999999995}"
air_quality,COA-BiLSTM,123,84,0.684,"{""hidden_dim"":232,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.452}"
air_quality,COA-BiLSTM,123,85,0.6704,"{""hidden_dim"":234,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.455}"
air_quality,COA-BiLSTM,123,86,0.6851,"{""hidden_dim"":236,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.458}"
air_quality,COA-BiLSTM,123,87,0.6885,"{""hidden_dim"":238,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.461}"
air_quality,COA-BiLSTM,123,88,0.703,"{""hidden_dim"":240,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.464}"
air_quality,COA-BiLSTM,123,89,0.6983,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
air_quality,COA-BiLSTM,123,90,0.6977,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
air_quality,COA-BiLSTM,123,91,0.7034,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
air_quality,COA-BiLSTM,123,92,0.7047,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
air_quality,COA-BiLSTM,123,93,0.7049,"{""hidden_dim"":250,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47900000000000004}"
air_quality,COA-BiLSTM,123,94,0.6994,"{""hidden_dim"":252,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.482}"
air_quality,COA-BiLSTM,123,95,0.7082,"{""hidden_dim"":254,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.485}"
air_quality,COA-BiLSTM,123,96,0.7167,"{""hidden_dim"":256,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.488}"
air_quality,COA-BiLSTM,123,97,0.7092,"{""hidden_dim"":258,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.491}"
air_quality,COA-BiLSTM,123,98,0.6968,"{""hidden_dim"":260,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.494}"
air_quality,COA-BiLSTM,123,99,0.7225,"{""hidden_dim"":262,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.497}"
air_quality,COA-BiLSTM,999,0,0.2322,"{""hidden_dim"":64,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.2}"
air_quality,COA-BiLSTM,999,1,0.2603,"{""hidden_dim"":66,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.203}"
air_quality,COA-BiLSTM,999,2,0.2852,"{""hidden_dim"":68,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20600000000000002}"
air_quality,COA-BiLSTM,999,3,0.2977,"{""hidden_dim"":70,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.20900000000000002}"
air_quality,COA-BiLSTM,999,4,0.3145,"{""hidden_dim"":72,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21200000000000002}"
air_quality,COA-BiLSTM,999,5,0.3349,"{""hidden_dim"":74,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.21500000000000002}"
air_quality,COA-BiLSTM,999,6,0.3321,"{""hidden_dim"":76,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.218}"
air_quality,COA-BiLSTM,999,7,0.3418,"{""hidden_dim"":78,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.221}"
air_quality,COA-BiLSTM,999,8,0.3519,"{""hidden_dim"":80,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.224}"
air_quality,COA-BiLSTM,999,9,0.3654,"{""hidden_dim"":82,""num_layers"":2,""learning_rate"":0.001,""dropout"":0.227}"
air_quality,COA-BiLSTM,999,10,0.3816,"{""hidden_dim"":84,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23}"
air_quality,COA-BiLSTM,999,11,0.3956,"{""hidden_dim"":86,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.233}"
air_quality,COA-BiLSTM,999,12,0.384,"{""hidden_dim"":88,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23600000000000002}"
air_quality,COA-BiLSTM,999,13,0.4095,"{""hidden_dim"":90,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.23900000000000002}"
air_quality,COA-BiLSTM,999,14,0.4063,"{""hidden_dim"":92,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.24200000000000002}"
air_quality,COA-BiLSTM,999,15,0.4081,"{""hidden_dim"":94,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.245}"
air_quality,COA-BiLSTM,999,16,0.4356,"{""hidden_dim"":96,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.248}"
air_quality,COA-BiLSTM,999,17,0.4231,"{""hidden_dim"":98,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.251}"
air_quality,COA-BiLSTM,999,18,0.432,"{""hidden_dim"":100,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.254}"
air_quality,COA-BiLSTM,999,19,0.4443,"{""hidden_dim"":102,""num_layers"":2,""learning_rate"":0.0009000000000000001,""dropout"":0.257}"
air_quality,COA-BiLSTM,999,20,0.4216,"{""hidden_dim"":104,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.26}"
air_quality,COA-BiLSTM,999,21,0.4545,"{""hidden_dim"":106,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.263}"
air_quality,COA-BiLSTM,999,22,0.4421,"{""hidden_dim"":108,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.266}"
air_quality,COA-BiLSTM,999,23,0.4576,"{""hidden_dim"":110,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.269}"
air_quality,COA-BiLSTM,999,24,0.4722,"{""hidden_dim"":112,""num_layers"":2,""learning_rate"":0.0008100000000000001,""dropout"":0.272}"
air_quality,COA-BiLSTM,999,25,0.4765,"{""hidden_dim"":114,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.275}"
air_quality,COA-BiLSTM,999,26,0.4796,"{""hidden_dim"":116,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.278}"
air_quality,COA-BiLSTM,999,27,0.4959,"{""hidden_dim"":118,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.281}"
air_quality,COA-BiLSTM,999,28,0.4791,"{""hidden_dim"":120,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28400000000000003}"
air_quality,COA-BiLSTM,999,29,0.4968,"{""hidden_dim"":122,""num_layers"":3,""learning_rate"":0.0008100000000000001,""dropout"":0.28700000000000003}"
air_quality,COA-BiLSTM,999,30,0.4852,"{""hidden_dim"":124,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29000000000000004}"
air_quality,COA-BiLSTM,999,31,0.5059,"{""hidden_dim"":126,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29300000000000004}"
air_quality,COA-BiLSTM,999,32,0.4906,"{""hidden_dim"":128,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29600000000000004}"
air_quality,COA-BiLSTM,999,33,0.5077,"{""hidden_dim"":130,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.29900000000000004}"
air_quality,COA-BiLSTM,999,34,0.5047,"{""hidden_dim"":132,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.30200000000000005}"
air_quality,COA-BiLSTM,999,35,0.5144,"{""hidden_dim"":134,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.305}"
air_quality,COA-BiLSTM,999,36,0.5122,"{""hidden_dim"":136,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.308}"
air_quality,COA-BiLSTM,999,37,0.5291,"{""hidden_dim"":138,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.311}"
air_quality,COA-BiLSTM,999,38,0.5436,"{""hidden_dim"":140,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.314}"
air_quality,COA-BiLSTM,999,39,0.5416,"{""hidden_dim"":142,""num_layers"":3,""learning_rate"":0.0007290000000000002,""dropout"":0.317}"
air_quality,COA-BiLSTM,999,40,0.5241,"{""hidden_dim"":144,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.32}"
air_quality,COA-BiLSTM,999,41,0.535,"{""hidden_dim"":146,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.323}"
air_quality,COA-BiLSTM,999,42,0.5528,"{""hidden_dim"":148,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.326}"
air_quality,COA-BiLSTM,999,43,0.5518,"{""hidden_dim"":150,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.329}"
air_quality,COA-BiLSTM,999,44,0.5785,"{""hidden_dim"":152,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.332}"
air_quality,COA-BiLSTM,999,45,0.5603,"{""hidden_dim"":154,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.335}"
air_quality,COA-BiLSTM,999,46,0.5644,"{""hidden_dim"":156,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.338}"
air_quality,COA-BiLSTM,999,47,0.5504,"{""hidden_dim"":158,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.34099999999999997}"
air_quality,COA-BiLSTM,999,48,0.5793,"{""hidden_dim"":160,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.344}"
air_quality,COA-BiLSTM,999,49,0.5554,"{""hidden_dim"":162,""num_layers"":3,""learning_rate"":0.0006561000000000001,""dropout"":0.347}"
air_quality,COA-BiLSTM,999,50,0.5537,"{""hidden_dim"":164,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.35}"
air_quality,COA-BiLSTM,999,51,0.5706,"{""hidden_dim"":166,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.353}"
air_quality,COA-BiLSTM,999,52,0.5943,"{""hidden_dim"":168,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.356}"
air_quality,COA-BiLSTM,999,53,0.5998,"{""hidden_dim"":170,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.359}"
air_quality,COA-BiLSTM,999,54,0.5968,"{""hidden_dim"":172,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.362}"
air_quality,COA-BiLSTM,999,55,0.5957,"{""hidden_dim"":174,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.365}"
air_quality,COA-BiLSTM,999,56,0.5956,"{""hidden_dim"":176,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.368}"
air_quality,COA-BiLSTM,999,57,0.5953,"{""hidden_dim"":178,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.371}"
air_quality,COA-BiLSTM,999,58,0.5852,"{""hidden_dim"":180,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.374}"
air_quality,COA-BiLSTM,999,59,0.6102,"{""hidden_dim"":182,""num_layers"":4,""learning_rate"":0.00059049,""dropout"":0.377}"
air_quality,COA-BiLSTM,999,60,0.62,"{""hidden_dim"":184,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.38}"
air_quality,COA-BiLSTM,999,61,0.609,"{""hidden_dim"":186,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.383}"
air_quality,COA-BiLSTM,999,62,0.622,"{""hidden_dim"":188,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.386}"
air_quality,COA-BiLSTM,999,63,0.6197,"{""hidden_dim"":190,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.389}"
air_quality,COA-BiLSTM,999,64,0.6287,"{""hidden_dim"":192,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.392}"
air_quality,COA-BiLSTM,999,65,0.6131,"{""hidden_dim"":194,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.395}"
air_quality,COA-BiLSTM,999,66,0.6232,"{""hidden_dim"":196,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.398}"
air_quality,COA-BiLSTM,999,67,0.6388,"{""hidden_dim"":198,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.401}"
air_quality,COA-BiLSTM,999,68,0.6285,"{""hidden_dim"":200,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.404}"
air_quality,COA-BiLSTM,999,69,0.6321,"{""hidden_dim"":202,""num_layers"":4,""learning_rate"":0.000531441,""dropout"":0.40700000000000003}"
air_quality,COA-BiLSTM,999,70,0.6234,"{""hidden_dim"":204,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41000000000000003}"
air_quality,COA-BiLSTM,999,71,0.6544,"{""hidden_dim"":206,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41300000000000003}"
air_quality,COA-BiLSTM,999,72,0.6603,"{""hidden_dim"":208,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41600000000000004}"
air_quality,COA-BiLSTM,999,73,0.6356,"{""hidden_dim"":210,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.41900000000000004}"
air_quality,COA-BiLSTM,999,74,0.6379,"{""hidden_dim"":212,""num_layers"":4,""learning_rate"":0.0004782969000000001,""dropout"":0.42200000000000004}"
air_quality,COA-BiLSTM,999,75,0.6609,"{""hidden_dim"":214,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.425}"
air_quality,COA-BiLSTM,999,76,0.654,"{""hidden_dim"":216,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.428}"
air_quality,COA-BiLSTM,999,77,0.659,"{""hidden_dim"":218,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.431}"
air_quality,COA-BiLSTM,999,78,0.6571,"{""hidden_dim"":220,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.434}"
air_quality,COA-BiLSTM,999,79,0.6549,"{""hidden_dim"":222,""num_layers"":5,""learning_rate"":0.0004782969000000001,""dropout"":0.437}"
air_quality,COA-BiLSTM,999,80,0.663,"{""hidden_dim"":224,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44}"
air_quality,COA-BiLSTM,999,81,0.6776,"{""hidden_dim"":226,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.443}"
air_quality,COA-BiLSTM,999,82,0.6676,"{""hidden_dim"":228,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44599999999999995}"
air_quality,COA-BiLSTM,999,83,0.6877,"{""hidden_dim"":230,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.44899999999999995}"
air_quality,COA-BiLSTM,999,84,0.6761,"{""hidden_dim"":232,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.452}"
air_quality,COA-BiLSTM,999,85,0.6744,"{""hidden_dim"":234,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.455}"
air_quality,COA-BiLSTM,999,86,0.6708,"{""hidden_dim"":236,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.458}"
air_quality,COA-BiLSTM,999,87,0.6943,"{""hidden_dim"":238,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.461}"
air_quality,COA-BiLSTM,999,88,0.6881,"{""hidden_dim"":240,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.464}"
air_quality,COA-BiLSTM,999,89,0.6866,"{""hidden_dim"":242,""num_layers"":5,""learning_rate"":0.0004304672100000001,""dropout"":0.467}"
air_quality,COA-BiLSTM,999,90,0.6844,"{""hidden_dim"":244,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47000000000000003}"
air_quality,COA-BiLSTM,999,91,0.7182,"{""hidden_dim"":246,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47300000000000003}"
air_quality,COA-BiLSTM,999,92,0.6971,"{""hidden_dim"":248,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47600000000000003}"
air_quality,COA-BiLSTM,999,93,0.6958,"{""hidden_dim"":250,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.47900000000000004}"
air_quality,COA-BiLSTM,999,94,0.7156,"{""hidden_dim"":252,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.482}"
air_quality,COA-BiLSTM,999,95,0.7327,"{""hidden_dim"":254,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.485}"
air_quality,COA-BiLSTM,999,96,0.7196,"{""hidden_dim"":256,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.488}"
air_quality,COA-BiLSTM,999,97,0.7257,"{""hidden_dim"":258,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.491}"
air_quality,COA-BiLSTM,999,98,0.7236,"{""hidden_dim"":260,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.494}"
air_quality,COA-BiLSTM,999,99,0.7255,"{""hidden_dim"":262,""num_layers"":5,""learning_rate"":0.0003874204890000001,""dropout"":0.497}"
air_quality,BWO-SVR,42,0,0.2009,"{""C"":1.0,""epsilon"":0.1,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,1,0.248,"{""C"":1.1,""epsilon"":0.095,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,2,0.276,"{""C"":1.2,""epsilon"":0.09025,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,3,0.2894,"{""C"":1.3,""epsilon"":0.0857375,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,4,0.29,"{""C"":1.4,""epsilon"":0.081450625,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,5,0.3132,"{""C"":1.5,""epsilon"":0.07737809374999999,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,6,0.3279,"{""C"":1.6,""epsilon"":0.07350918906249998,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,7,0.337,"{""C"":1.7000000000000002,""epsilon"":0.06983372960937498,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,8,0.3366,"{""C"":1.8,""epsilon"":0.06634204312890622,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,9,0.3522,"{""C"":1.9,""epsilon"":0.0630249409724609,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,10,0.3508,"{""C"":2.0,""epsilon"":0.05987369392383787,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,11,0.37,"{""C"":2.1,""epsilon"":0.05688000922764597,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,12,0.3728,"{""C"":2.2,""epsilon"":0.05403600876626367,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,13,0.3768,"{""C"":2.3,""epsilon"":0.051334208327950485,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,14,0.3824,"{""C"":2.4000000000000004,""epsilon"":0.04876749791155296,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,15,0.3855,"{""C"":2.5,""epsilon"":0.046329123015975304,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,16,0.3971,"{""C"":2.6,""epsilon"":0.04401266686517654,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,17,0.3991,"{""C"":2.7,""epsilon"":0.04181203352191771,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,18,0.4125,"{""C"":2.8,""epsilon"":0.039721431845821824,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,19,0.4363,"{""C"":2.9000000000000004,""epsilon"":0.03773536025353073,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,20,0.427,"{""C"":3.0,""epsilon"":0.03584859224085419,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,21,0.4125,"{""C"":3.1,""epsilon"":0.03405616262881148,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,22,0.4264,"{""C"":3.2,""epsilon"":0.0323533544973709,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,23,0.4338,"{""C"":3.3000000000000003,""epsilon"":0.03073568677250236,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,24,0.4517,"{""C"":3.4000000000000004,""epsilon"":0.02919890243387724,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,25,0.45,"{""C"":3.5,""epsilon"":0.027738957312183378,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,26,0.4576,"{""C"":3.6,""epsilon"":0.026352009446574204,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,27,0.4569,"{""C"":3.7,""epsilon"":0.025034408974245494,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,28,0.4616,"{""C"":3.8000000000000003,""epsilon"":0.023782688525533217,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,29,0.4666,"{""C"":3.9000000000000004,""epsilon"":0.022593554099256556,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,30,0.4773,"{""C"":4.0,""epsilon"":0.02146387639429373,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,31,0.4812,"{""C"":4.1,""epsilon"":0.02039068257457904,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,32,0.4759,"{""C"":4.2,""epsilon"":0.019371148445850087,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,33,0.4808,"{""C"":4.300000000000001,""epsilon"":0.018402591023557582,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,34,0.4916,"{""C"":4.4,""epsilon"":0.017482461472379703,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,35,0.4882,"{""C"":4.5,""epsilon"":0.016608338398760716,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,36,0.5018,"{""C"":4.6,""epsilon"":0.01577792147882268,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,37,0.4944,"{""C"":4.7,""epsilon"":0.014989025404881546,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,38,0.4961,"{""C"":4.800000000000001,""epsilon"":0.014239574134637467,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,39,0.4969,"{""C"":4.9,""epsilon"":0.013527595427905593,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,40,0.5133,"{""C"":5.0,""epsilon"":0.012851215656510312,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,41,0.5069,"{""C"":5.1000000000000005,""epsilon"":0.012208654873684797,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,42,0.5295,"{""C"":5.2,""epsilon"":0.011598222130000557,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,43,0.5169,"{""C"":5.3,""epsilon"":0.011018311023500529,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,44,0.5325,"{""C"":5.4,""epsilon"":0.010467395472325502,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,45,0.5187,"{""C"":5.5,""epsilon"":0.009944025698709225,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,46,0.545,"{""C"":5.6000000000000005,""epsilon"":0.009446824413773765,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,47,0.5283,"{""C"":5.7,""epsilon"":0.008974483193085076,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,48,0.5456,"{""C"":5.800000000000001,""epsilon"":0.00852575903343082,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,49,0.5508,"{""C"":5.9,""epsilon"":0.00809947108175928,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,50,0.5426,"{""C"":6.0,""epsilon"":0.007694497527671315,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,51,0.5577,"{""C"":6.1000000000000005,""epsilon"":0.007309772651287749,""gamma"":""scale"",""kernel"":""rbf""}"
air_quality,BWO-SVR,42,52,0.5501,"{""C"":6.2,""epsilon"":0.006944284018723362,""gamma"":""scale"",""kernel"":""rbf""}"
